Platform,Genre,NA_Sales,JP_Sales,Rating,Critic_Score_Class
8.0,9.0,0.07,0.0,6.0,3.0
5.0,11.0,0.0,0.0,6.0,2.0
2.0,0.0,0.1,0.0,1.0,3.0
15.0,4.0,0.1,0.0,2.0,0.0
12.0,4.0,0.1,0.0,1.0,0.0
15.0,6.0,0.05,0.0,6.0,1.0
4.0,2.0,0.09,0.0,4.0,1.0
14.0,10.0,0.08,0.0,1.0,2.0
3.0,0.0,0.08,0.0,1.0,3.0
8.0,10.0,0.09,0.0,1.0,3.0
15.0,3.0,0.07,0.0,6.0,3.0
7.0,11.0,0.05,0.0,6.0,0.0
11.0,7.0,0.05,0.04,6.0,3.0
14.0,0.0,0.08,0.0,6.0,1.0
7.0,0.0,0.05,0.0,2.0,3.0
0.0,1.0,0.08,0.0,1.0,0.0
2.0,5.0,0.09,0.0,1.0,3.0
14.0,10.0,0.08,0.0,1.0,1.0
4.0,3.0,0.07,0.02,2.0,0.0
15.0,3.0,0.1,0.0,1.0,0.0
9.0,7.0,0.0,0.1,6.0,0.0
7.0,9.0,0.05,0.0,6.0,0.0
9.0,0.0,0.0,0.11,6.0,0.0
12.0,1.0,0.06,0.0,6.0,3.0
4.0,8.0,0.08,0.0,2.0,3.0
9.0,1.0,0.03,0.0,2.0,1.0
8.0,8.0,0.05,0.0,4.0,3.0
11.0,0.0,0.0,0.11,6.0,1.0
7.0,2.0,0.05,0.0,6.0,1.0
9.0,0.0,0.07,0.0,6.0,3.0
7.0,8.0,0.05,0.0,6.0,0.0
7.0,0.0,0.05,0.0,6.0,0.0
15.0,0.0,0.07,0.0,2.0,3.0
12.0,0.0,0.09,0.0,6.0,0.0
15.0,8.0,0.07,0.0,4.0,3.0
14.0,10.0,0.08,0.0,1.0,0.0
10.0,1.0,0.1,0.0,2.0,3.0
12.0,4.0,0.1,0.0,6.0,1.0
2.0,1.0,0.07,0.02,2.0,0.0
15.0,10.0,0.09,0.0,1.0,3.0
14.0,1.0,0.08,0.0,1.0,3.0
7.0,0.0,0.05,0.0,4.0,3.0
7.0,11.0,0.05,0.0,6.0,1.0
7.0,10.0,0.05,0.0,1.0,1.0
11.0,2.0,0.03,0.02,6.0,2.0
14.0,4.0,0.08,0.0,1.0,0.0
2.0,0.0,0.1,0.0,1.0,3.0
4.0,1.0,0.08,0.0,1.0,3.0
14.0,10.0,0.08,0.0,4.0,3.0
10.0,4.0,0.1,0.0,1.0,0.0
15.0,6.0,0.1,0.0,6.0,3.0
15.0,0.0,0.1,0.0,6.0,3.0
11.0,0.0,0.01,0.02,6.0,0.0
5.0,8.0,0.05,0.0,4.0,2.0
9.0,0.0,0.09,0.0,1.0,0.0
5.0,4.0,0.02,0.0,1.0,1.0
12.0,0.0,0.1,0.0,2.0,3.0
11.0,2.0,0.0,0.06,6.0,0.0
16.0,0.0,0.08,0.0,4.0,1.0
0.0,2.0,0.05,0.04,6.0,0.0
10.0,7.0,0.06,0.03,2.0,3.0
15.0,10.0,0.1,0.0,6.0,3.0
10.0,0.0,0.1,0.0,4.0,3.0
2.0,5.0,0.08,0.0,1.0,1.0
5.0,11.0,0.0,0.0,6.0,2.0
2.0,9.0,0.07,0.0,1.0,2.0
9.0,0.0,0.03,0.06,6.0,1.0
8.0,4.0,0.09,0.0,2.0,3.0
3.0,4.0,0.08,0.0,1.0,1.0
8.0,6.0,0.09,0.0,1.0,0.0
5.0,8.0,0.0,0.0,4.0,1.0
4.0,10.0,0.08,0.0,1.0,2.0
10.0,10.0,0.1,0.0,1.0,1.0
4.0,8.0,0.08,0.0,6.0,3.0
15.0,8.0,0.09,0.0,4.0,3.0
16.0,6.0,0.05,0.0,1.0,3.0
14.0,8.0,0.08,0.0,4.0,0.0
6.0,1.0,0.06,0.0,4.0,0.0
14.0,2.0,0.08,0.0,4.0,3.0
5.0,0.0,0.0,0.0,4.0,2.0
11.0,2.0,0.0,0.08,6.0,0.0
0.0,3.0,0.1,0.0,2.0,0.0
15.0,6.0,0.07,0.0,6.0,2.0
11.0,7.0,0.03,0.06,4.0,0.0
6.0,11.0,0.06,0.0,6.0,3.0
10.0,1.0,0.09,0.0,6.0,0.0
8.0,2.0,0.05,0.05,6.0,1.0
8.0,2.0,0.1,0.0,6.0,3.0
14.0,8.0,0.08,0.0,4.0,3.0
15.0,1.0,0.05,0.0,2.0,0.0
2.0,9.0,0.1,0.0,6.0,1.0
3.0,9.0,0.08,0.0,1.0,0.0
10.0,10.0,0.01,0.0,6.0,3.0
2.0,0.0,0.1,0.0,2.0,3.0
12.0,7.0,0.05,0.0,6.0,1.0
5.0,0.0,0.0,0.0,1.0,1.0
7.0,10.0,0.05,0.0,6.0,3.0
7.0,10.0,0.05,0.0,1.0,0.0
15.0,3.0,0.1,0.0,2.0,3.0
14.0,2.0,0.08,0.0,6.0,0.0
8.0,7.0,0.03,0.03,4.0,3.0
5.0,1.0,0.0,0.0,6.0,2.0
10.0,0.0,0.09,0.0,4.0,3.0
14.0,4.0,0.08,0.0,6.0,0.0
7.0,6.0,0.05,0.0,1.0,0.0
10.0,3.0,0.0,0.06,1.0,2.0
14.0,0.0,0.08,0.0,4.0,0.0
14.0,8.0,0.08,0.0,6.0,1.0
15.0,10.0,0.09,0.0,1.0,1.0
3.0,6.0,0.07,0.0,1.0,0.0
15.0,0.0,0.06,0.0,6.0,3.0
7.0,10.0,0.02,0.06,1.0,0.0
11.0,0.0,0.0,0.09,6.0,2.0
7.0,4.0,0.05,0.0,1.0,3.0
2.0,3.0,0.1,0.0,1.0,1.0
4.0,8.0,0.08,0.0,6.0,2.0
4.0,0.0,0.08,0.0,4.0,2.0
7.0,1.0,0.05,0.0,6.0,2.0
2.0,0.0,0.09,0.0,2.0,0.0
10.0,10.0,0.1,0.0,1.0,0.0
7.0,9.0,0.05,0.0,6.0,1.0
5.0,11.0,0.0,0.0,6.0,2.0
3.0,6.0,0.07,0.0,6.0,1.0
10.0,11.0,0.09,0.0,2.0,1.0
8.0,4.0,0.09,0.0,1.0,0.0
14.0,0.0,0.08,0.0,6.0,1.0
7.0,10.0,0.02,0.07,1.0,1.0
2.0,5.0,0.09,0.01,1.0,0.0
15.0,0.0,0.07,0.0,4.0,3.0
3.0,7.0,0.07,0.0,6.0,1.0
10.0,7.0,0.05,0.04,6.0,1.0
7.0,2.0,0.05,0.0,6.0,1.0
15.0,0.0,0.09,0.0,6.0,0.0
7.0,0.0,0.05,0.0,4.0,3.0
12.0,0.0,0.07,0.01,4.0,3.0
9.0,8.0,0.08,0.01,4.0,0.0
15.0,6.0,0.09,0.0,1.0,1.0
14.0,6.0,0.08,0.0,1.0,2.0
14.0,10.0,0.08,0.0,1.0,0.0
0.0,0.0,0.0,0.05,6.0,1.0
14.0,6.0,0.08,0.0,1.0,0.0
15.0,10.0,0.08,0.0,4.0,0.0
2.0,1.0,0.09,0.0,6.0,3.0
5.0,1.0,0.0,0.0,1.0,0.0
14.0,2.0,0.08,0.0,6.0,2.0
4.0,0.0,0.08,0.0,4.0,0.0
4.0,7.0,0.06,0.02,6.0,1.0
7.0,2.0,0.04,0.02,6.0,3.0
15.0,10.0,0.09,0.0,2.0,0.0
4.0,10.0,0.08,0.0,1.0,2.0
13.0,4.0,0.05,0.0,1.0,2.0
14.0,0.0,0.08,0.0,6.0,3.0
7.0,8.0,0.05,0.0,4.0,3.0
7.0,4.0,0.05,0.0,2.0,3.0
14.0,8.0,0.08,0.0,4.0,0.0
13.0,5.0,0.09,0.0,2.0,1.0
2.0,1.0,0.08,0.0,6.0,3.0
7.0,7.0,0.02,0.05,2.0,3.0
11.0,1.0,0.04,0.0,4.0,2.0
12.0,9.0,0.06,0.0,2.0,0.0
4.0,10.0,0.08,0.0,1.0,1.0
2.0,2.0,0.09,0.0,2.0,1.0
0.0,5.0,0.09,0.0,2.0,0.0
7.0,7.0,0.05,0.0,6.0,1.0
3.0,0.0,0.07,0.0,6.0,3.0
7.0,0.0,0.05,0.0,1.0,0.0
5.0,0.0,0.08,0.0,6.0,3.0
14.0,10.0,0.08,0.0,1.0,2.0
10.0,3.0,0.07,0.0,1.0,2.0
15.0,10.0,0.09,0.0,1.0,3.0
2.0,5.0,0.09,0.0,1.0,3.0
7.0,4.0,0.05,0.0,2.0,3.0
14.0,7.0,0.08,0.0,6.0,1.0
7.0,8.0,0.05,0.0,6.0,1.0
8.0,1.0,0.05,0.0,2.0,3.0
2.0,1.0,0.09,0.0,1.0,3.0
15.0,6.0,0.08,0.0,2.0,0.0
3.0,0.0,0.07,0.0,6.0,1.0
15.0,8.0,0.07,0.02,4.0,3.0
2.0,0.0,0.09,0.0,2.0,1.0
12.0,3.0,0.09,0.0,6.0,3.0
10.0,10.0,0.09,0.0,1.0,0.0
7.0,7.0,0.05,0.0,6.0,0.0
14.0,8.0,0.07,0.0,4.0,0.0
8.0,1.0,0.06,0.0,4.0,3.0
14.0,1.0,0.07,0.0,4.0,2.0
14.0,5.0,0.07,0.0,1.0,3.0
12.0,0.0,0.07,0.0,6.0,3.0
15.0,10.0,0.09,0.0,2.0,1.0
2.0,7.0,0.07,0.03,2.0,1.0
14.0,10.0,0.07,0.0,1.0,2.0
0.0,0.0,0.0,0.08,2.0,3.0
14.0,0.0,0.07,0.0,4.0,3.0
9.0,0.0,0.0,0.0,6.0,1.0
12.0,7.0,0.08,0.01,2.0,0.0
4.0,3.0,0.08,0.0,6.0,3.0
14.0,0.0,0.07,0.0,6.0,0.0
10.0,4.0,0.03,0.05,6.0,1.0
7.0,9.0,0.05,0.0,1.0,3.0
10.0,7.0,0.06,0.03,6.0,0.0
9.0,2.0,0.0,0.0,6.0,1.0
10.0,2.0,0.09,0.0,6.0,3.0
9.0,7.0,0.05,0.02,4.0,3.0
10.0,1.0,0.08,0.01,6.0,0.0
15.0,8.0,0.06,0.0,4.0,3.0
0.0,0.0,0.06,0.0,6.0,3.0
8.0,0.0,0.04,0.01,4.0,3.0
7.0,6.0,0.05,0.0,1.0,0.0
0.0,4.0,0.05,0.0,1.0,3.0
5.0,6.0,0.0,0.0,1.0,0.0
9.0,0.0,0.03,0.05,6.0,0.0
2.0,5.0,0.08,0.0,1.0,1.0
2.0,7.0,0.06,0.03,2.0,0.0
7.0,7.0,0.0,0.1,2.0,0.0
2.0,7.0,0.09,0.0,2.0,1.0
15.0,0.0,0.09,0.0,2.0,3.0
7.0,2.0,0.05,0.0,6.0,1.0
12.0,0.0,0.09,0.0,2.0,1.0
14.0,6.0,0.07,0.0,1.0,2.0
10.0,1.0,0.08,0.0,6.0,3.0
12.0,0.0,0.08,0.0,6.0,0.0
7.0,7.0,0.0,0.1,6.0,1.0
3.0,4.0,0.07,0.0,6.0,2.0
14.0,9.0,0.05,0.02,6.0,2.0
0.0,2.0,0.07,0.0,2.0,3.0
10.0,0.0,0.08,0.0,6.0,1.0
12.0,8.0,0.09,0.0,1.0,1.0
2.0,11.0,0.09,0.0,6.0,3.0
15.0,8.0,0.09,0.0,4.0,3.0
14.0,0.0,0.07,0.0,6.0,3.0
10.0,6.0,0.09,0.0,1.0,0.0
15.0,3.0,0.05,0.0,2.0,0.0
9.0,6.0,0.03,0.0,1.0,1.0
14.0,9.0,0.07,0.0,4.0,0.0
6.0,0.0,0.05,0.0,1.0,0.0
7.0,0.0,0.05,0.0,2.0,0.0
8.0,2.0,0.0,0.04,6.0,2.0
2.0,1.0,0.06,0.0,2.0,0.0
15.0,8.0,0.07,0.0,4.0,3.0
4.0,4.0,0.07,0.0,1.0,0.0
12.0,0.0,0.07,0.0,2.0,3.0
9.0,4.0,0.08,0.0,1.0,1.0
4.0,2.0,0.07,0.0,6.0,1.0
2.0,11.0,0.08,0.0,2.0,1.0
0.0,5.0,0.09,0.0,1.0,1.0
14.0,6.0,0.07,0.0,6.0,0.0
10.0,1.0,0.08,0.0,4.0,1.0
7.0,6.0,0.05,0.0,1.0,0.0
5.0,11.0,0.07,0.0,4.0,0.0
12.0,10.0,0.09,0.0,1.0,0.0
15.0,10.0,0.05,0.0,1.0,3.0
15.0,0.0,0.08,0.0,6.0,0.0
5.0,6.0,0.0,0.0,2.0,2.0
5.0,11.0,0.01,0.0,6.0,2.0
7.0,7.0,0.02,0.04,6.0,0.0
3.0,0.0,0.07,0.0,6.0,0.0
5.0,8.0,0.01,0.0,4.0,1.0
12.0,8.0,0.06,0.0,6.0,3.0
12.0,3.0,0.08,0.0,2.0,3.0
15.0,8.0,0.08,0.0,6.0,3.0
10.0,7.0,0.08,0.0,6.0,0.0
7.0,7.0,0.05,0.0,6.0,0.0
14.0,6.0,0.07,0.0,1.0,2.0
7.0,4.0,0.05,0.0,1.0,0.0
7.0,8.0,0.05,0.0,6.0,2.0
0.0,1.0,0.06,0.02,4.0,2.0
15.0,7.0,0.04,0.01,6.0,0.0
7.0,4.0,0.05,0.0,6.0,2.0
5.0,10.0,0.02,0.0,1.0,2.0
7.0,2.0,0.05,0.0,6.0,0.0
5.0,0.0,0.0,0.0,4.0,1.0
7.0,10.0,0.05,0.0,1.0,3.0
4.0,8.0,0.07,0.0,6.0,1.0
12.0,0.0,0.09,0.0,6.0,3.0
14.0,0.0,0.07,0.0,4.0,2.0
14.0,3.0,0.07,0.0,6.0,3.0
8.0,10.0,0.08,0.0,1.0,0.0
2.0,7.0,0.09,0.0,2.0,3.0
7.0,2.0,0.05,0.0,4.0,3.0
10.0,3.0,0.08,0.0,1.0,0.0
4.0,4.0,0.07,0.0,6.0,1.0
11.0,0.0,0.0,0.0,2.0,0.0
2.0,2.0,0.07,0.0,4.0,1.0
11.0,0.0,0.04,0.0,4.0,3.0
7.0,7.0,0.05,0.0,6.0,1.0
14.0,0.0,0.07,0.0,2.0,1.0
7.0,8.0,0.04,0.0,4.0,1.0
6.0,8.0,0.05,0.0,6.0,2.0
7.0,11.0,0.04,0.0,6.0,1.0
10.0,6.0,0.08,0.0,1.0,0.0
2.0,7.0,0.08,0.0,6.0,3.0
10.0,0.0,0.08,0.0,4.0,3.0
1.0,7.0,0.0,0.09,6.0,2.0
4.0,6.0,0.07,0.0,1.0,2.0
7.0,6.0,0.04,0.0,1.0,2.0
8.0,2.0,0.06,0.0,2.0,3.0
15.0,6.0,0.08,0.0,2.0,0.0
10.0,5.0,0.0,0.08,1.0,1.0
0.0,6.0,0.05,0.0,4.0,3.0
7.0,0.0,0.04,0.0,6.0,1.0
10.0,7.0,0.07,0.02,6.0,0.0
13.0,4.0,0.05,0.0,1.0,3.0
8.0,0.0,0.05,0.0,4.0,3.0
15.0,0.0,0.02,0.0,4.0,0.0
7.0,0.0,0.04,0.0,6.0,0.0
10.0,0.0,0.08,0.0,4.0,1.0
10.0,7.0,0.07,0.01,6.0,3.0
11.0,3.0,0.04,0.0,2.0,3.0
2.0,11.0,0.08,0.0,6.0,0.0
15.0,9.0,0.06,0.0,6.0,3.0
3.0,0.0,0.06,0.0,1.0,2.0
2.0,7.0,0.05,0.04,6.0,3.0
2.0,11.0,0.08,0.0,1.0,2.0
7.0,10.0,0.04,0.0,1.0,1.0
2.0,7.0,0.08,0.01,6.0,3.0
8.0,7.0,0.06,0.01,6.0,3.0
10.0,8.0,0.06,0.01,1.0,2.0
15.0,8.0,0.06,0.0,4.0,3.0
8.0,0.0,0.08,0.0,2.0,0.0
2.0,7.0,0.08,0.0,2.0,3.0
4.0,0.0,0.03,0.04,6.0,0.0
9.0,10.0,0.06,0.0,1.0,0.0
15.0,6.0,0.03,0.0,1.0,1.0
15.0,11.0,0.08,0.0,6.0,3.0
7.0,6.0,0.04,0.0,6.0,0.0
9.0,4.0,0.04,0.0,1.0,2.0
7.0,7.0,0.04,0.0,6.0,3.0
8.0,8.0,0.07,0.0,4.0,3.0
3.0,5.0,0.06,0.0,1.0,2.0
15.0,8.0,0.06,0.0,2.0,1.0
15.0,11.0,0.07,0.0,2.0,3.0
14.0,10.0,0.07,0.0,6.0,1.0
14.0,10.0,0.07,0.0,1.0,2.0
14.0,8.0,0.07,0.0,4.0,1.0
16.0,11.0,0.06,0.0,6.0,2.0
8.0,2.0,0.0,0.09,6.0,1.0
0.0,5.0,0.07,0.02,1.0,0.0
14.0,6.0,0.07,0.0,6.0,1.0
14.0,0.0,0.04,0.04,6.0,1.0
2.0,3.0,0.08,0.0,1.0,3.0
6.0,3.0,0.05,0.0,1.0,0.0
10.0,0.0,0.08,0.0,6.0,0.0
4.0,8.0,0.07,0.0,1.0,2.0
14.0,0.0,0.07,0.0,4.0,1.0
7.0,11.0,0.04,0.0,2.0,1.0
12.0,0.0,0.08,0.0,6.0,3.0
10.0,7.0,0.06,0.02,6.0,1.0
5.0,5.0,0.03,0.0,1.0,2.0
4.0,7.0,0.07,0.0,1.0,3.0
15.0,7.0,0.08,0.0,6.0,3.0
4.0,0.0,0.07,0.0,2.0,0.0
5.0,7.0,0.0,0.0,4.0,0.0
12.0,4.0,0.08,0.0,2.0,3.0
11.0,7.0,0.04,0.02,6.0,1.0
15.0,2.0,0.07,0.01,6.0,1.0
14.0,3.0,0.06,0.0,1.0,2.0
7.0,10.0,0.04,0.0,6.0,1.0
10.0,0.0,0.05,0.0,4.0,0.0
2.0,5.0,0.08,0.0,1.0,2.0
15.0,2.0,0.07,0.0,6.0,2.0
4.0,4.0,0.07,0.0,1.0,3.0
6.0,6.0,0.05,0.0,1.0,2.0
7.0,0.0,0.04,0.0,6.0,3.0
12.0,0.0,0.06,0.0,6.0,0.0
12.0,0.0,0.08,0.0,6.0,3.0
14.0,0.0,0.06,0.0,6.0,1.0
2.0,3.0,0.07,0.0,2.0,1.0
12.0,3.0,0.06,0.0,1.0,2.0
3.0,0.0,0.06,0.0,1.0,3.0
16.0,2.0,0.04,0.0,6.0,0.0
16.0,10.0,0.03,0.0,1.0,3.0
14.0,1.0,0.06,0.0,2.0,0.0
3.0,6.0,0.06,0.0,1.0,1.0
5.0,8.0,0.05,0.0,4.0,1.0
4.0,8.0,0.07,0.0,4.0,1.0
12.0,3.0,0.08,0.0,6.0,3.0
7.0,7.0,0.04,0.0,6.0,0.0
15.0,8.0,0.05,0.0,4.0,3.0
15.0,8.0,0.07,0.0,4.0,0.0
5.0,0.0,0.05,0.0,4.0,1.0
5.0,11.0,0.02,0.0,6.0,2.0
9.0,0.0,0.0,0.0,6.0,1.0
7.0,0.0,0.04,0.0,4.0,0.0
5.0,9.0,0.0,0.0,6.0,1.0
7.0,0.0,0.04,0.0,1.0,3.0
8.0,0.0,0.07,0.0,2.0,0.0
15.0,4.0,0.07,0.0,1.0,0.0
3.0,1.0,0.06,0.0,1.0,0.0
7.0,11.0,0.04,0.0,6.0,0.0
14.0,10.0,0.06,0.0,1.0,2.0
7.0,7.0,0.04,0.0,6.0,3.0
9.0,7.0,0.04,0.04,6.0,1.0
2.0,3.0,0.08,0.0,1.0,3.0
9.0,0.0,0.0,0.08,6.0,0.0
9.0,7.0,0.03,0.05,6.0,1.0
5.0,8.0,0.0,0.0,4.0,2.0
5.0,1.0,0.02,0.0,6.0,1.0
5.0,11.0,0.01,0.0,6.0,1.0
15.0,8.0,0.08,0.0,6.0,3.0
16.0,0.0,0.08,0.0,1.0,0.0
8.0,6.0,0.07,0.0,1.0,1.0
14.0,6.0,0.06,0.0,6.0,1.0
2.0,7.0,0.06,0.02,6.0,1.0
2.0,2.0,0.08,0.0,2.0,3.0
0.0,0.0,0.05,0.0,6.0,3.0
12.0,1.0,0.06,0.0,6.0,3.0
0.0,8.0,0.08,0.0,2.0,1.0
3.0,11.0,0.06,0.0,6.0,0.0
4.0,5.0,0.06,0.0,1.0,0.0
13.0,1.0,0.03,0.0,2.0,3.0
7.0,6.0,0.04,0.0,2.0,2.0
12.0,8.0,0.07,0.0,6.0,3.0
8.0,8.0,0.07,0.0,6.0,3.0
7.0,4.0,0.04,0.0,1.0,1.0
3.0,3.0,0.06,0.0,1.0,2.0
10.0,5.0,0.07,0.0,1.0,1.0
12.0,1.0,0.08,0.0,6.0,0.0
14.0,11.0,0.06,0.0,6.0,0.0
7.0,8.0,0.04,0.0,6.0,3.0
14.0,10.0,0.06,0.0,1.0,0.0
10.0,5.0,0.07,0.0,2.0,3.0
5.0,7.0,0.0,0.0,4.0,2.0
3.0,7.0,0.06,0.0,6.0,1.0
3.0,7.0,0.06,0.0,1.0,1.0
4.0,0.0,0.06,0.0,1.0,0.0
3.0,8.0,0.06,0.0,6.0,1.0
4.0,6.0,0.06,0.0,1.0,3.0
14.0,9.0,0.06,0.0,6.0,0.0
15.0,10.0,0.07,0.0,2.0,1.0
2.0,10.0,0.06,0.0,6.0,1.0
2.0,9.0,0.08,0.0,6.0,3.0
6.0,4.0,0.05,0.0,1.0,0.0
5.0,10.0,0.0,0.0,1.0,2.0
2.0,4.0,0.08,0.0,2.0,3.0
9.0,6.0,0.07,0.0,1.0,0.0
7.0,7.0,0.04,0.0,4.0,2.0
0.0,0.0,0.0,0.0,2.0,0.0
8.0,7.0,0.02,0.0,4.0,3.0
7.0,6.0,0.04,0.0,1.0,1.0
8.0,0.0,0.04,0.0,4.0,3.0
3.0,10.0,0.06,0.0,1.0,1.0
8.0,8.0,0.04,0.0,4.0,3.0
4.0,10.0,0.06,0.0,2.0,1.0
7.0,8.0,0.04,0.0,4.0,3.0
7.0,0.0,0.04,0.0,4.0,1.0
7.0,0.0,0.04,0.0,6.0,3.0
5.0,8.0,0.0,0.0,6.0,2.0
15.0,0.0,0.07,0.0,2.0,0.0
12.0,0.0,0.07,0.0,1.0,3.0
4.0,0.0,0.06,0.0,6.0,1.0
4.0,10.0,0.06,0.0,1.0,1.0
15.0,2.0,0.05,0.0,4.0,3.0
2.0,5.0,0.07,0.0,1.0,1.0
13.0,0.0,0.04,0.02,6.0,0.0
7.0,2.0,0.01,0.05,6.0,0.0
7.0,11.0,0.0,0.08,6.0,0.0
4.0,10.0,0.06,0.0,1.0,2.0
11.0,1.0,0.04,0.03,4.0,2.0
5.0,10.0,0.06,0.0,1.0,1.0
12.0,5.0,0.07,0.0,1.0,3.0
14.0,6.0,0.06,0.0,6.0,3.0
5.0,0.0,0.0,0.0,4.0,2.0
9.0,11.0,0.0,0.02,6.0,0.0
4.0,3.0,0.06,0.0,6.0,1.0
10.0,10.0,0.07,0.0,1.0,0.0
8.0,4.0,0.03,0.0,2.0,3.0
7.0,3.0,0.04,0.0,6.0,1.0
7.0,7.0,0.04,0.0,6.0,3.0
4.0,6.0,0.06,0.0,6.0,0.0
2.0,7.0,0.07,0.0,6.0,1.0
5.0,8.0,0.02,0.0,4.0,3.0
15.0,2.0,0.07,0.0,4.0,3.0
8.0,0.0,0.04,0.0,4.0,3.0
7.0,0.0,0.04,0.0,4.0,3.0
15.0,0.0,0.06,0.0,2.0,3.0
2.0,5.0,0.07,0.0,1.0,3.0
4.0,0.0,0.06,0.0,1.0,0.0
14.0,10.0,0.06,0.0,1.0,2.0
4.0,8.0,0.06,0.0,4.0,2.0
5.0,11.0,0.0,0.0,4.0,2.0
6.0,0.0,0.04,0.0,6.0,2.0
3.0,2.0,0.06,0.0,6.0,2.0
12.0,4.0,0.06,0.0,2.0,0.0
15.0,0.0,0.05,0.0,4.0,3.0
7.0,8.0,0.04,0.0,6.0,3.0
15.0,4.0,0.04,0.0,2.0,3.0
4.0,0.0,0.06,0.0,1.0,0.0
10.0,9.0,0.0,0.08,6.0,3.0
4.0,0.0,0.06,0.0,6.0,3.0
10.0,5.0,0.07,0.0,2.0,2.0
8.0,7.0,0.05,0.0,6.0,1.0
5.0,0.0,0.06,0.0,6.0,3.0
5.0,9.0,0.02,0.0,6.0,0.0
15.0,0.0,0.04,0.03,6.0,0.0
16.0,0.0,0.05,0.0,4.0,3.0
4.0,0.0,0.06,0.0,6.0,1.0
10.0,0.0,0.07,0.0,6.0,0.0
14.0,0.0,0.06,0.0,4.0,0.0
5.0,7.0,0.0,0.0,4.0,3.0
5.0,0.0,0.0,0.0,6.0,2.0
4.0,4.0,0.06,0.0,1.0,0.0
0.0,0.0,0.0,0.08,6.0,0.0
5.0,8.0,0.02,0.0,4.0,1.0
12.0,8.0,0.06,0.0,4.0,3.0
4.0,7.0,0.06,0.0,1.0,0.0
12.0,11.0,0.06,0.0,2.0,0.0
2.0,1.0,0.07,0.0,1.0,3.0
5.0,9.0,0.0,0.0,6.0,3.0
8.0,10.0,0.07,0.0,1.0,3.0
15.0,3.0,0.06,0.0,6.0,1.0
10.0,4.0,0.05,0.0,1.0,3.0
5.0,11.0,0.02,0.0,2.0,1.0
2.0,11.0,0.05,0.0,2.0,0.0
10.0,11.0,0.06,0.01,2.0,0.0
10.0,0.0,0.07,0.0,2.0,1.0
2.0,6.0,0.06,0.0,1.0,1.0
7.0,6.0,0.04,0.0,1.0,0.0
4.0,7.0,0.06,0.0,6.0,1.0
10.0,4.0,0.07,0.0,2.0,1.0
15.0,0.0,0.07,0.0,6.0,3.0
5.0,9.0,0.0,0.0,6.0,2.0
10.0,7.0,0.07,0.0,6.0,3.0
7.0,8.0,0.04,0.0,6.0,3.0
14.0,6.0,0.06,0.0,1.0,3.0
4.0,6.0,0.06,0.0,6.0,3.0
2.0,0.0,0.05,0.0,6.0,3.0
4.0,10.0,0.06,0.0,1.0,2.0
2.0,5.0,0.05,0.0,1.0,1.0
7.0,0.0,0.04,0.0,6.0,0.0
4.0,0.0,0.06,0.0,4.0,0.0
4.0,10.0,0.06,0.0,1.0,2.0
2.0,8.0,0.07,0.0,2.0,2.0
12.0,1.0,0.07,0.0,2.0,3.0
4.0,10.0,0.06,0.0,1.0,1.0
11.0,0.0,0.02,0.04,6.0,1.0
7.0,4.0,0.04,0.0,1.0,1.0
15.0,8.0,0.06,0.0,4.0,3.0
4.0,4.0,0.06,0.0,1.0,1.0
6.0,8.0,0.04,0.0,4.0,3.0
5.0,6.0,0.0,0.0,6.0,0.0
5.0,6.0,0.0,0.0,6.0,2.0
7.0,11.0,0.04,0.0,6.0,1.0
14.0,8.0,0.06,0.0,4.0,3.0
4.0,8.0,0.06,0.0,6.0,0.0
7.0,11.0,0.04,0.0,1.0,1.0
5.0,4.0,0.0,0.0,2.0,2.0
2.0,1.0,0.07,0.0,1.0,1.0
14.0,8.0,0.06,0.0,4.0,1.0
3.0,8.0,0.05,0.0,6.0,3.0
12.0,3.0,0.07,0.0,1.0,3.0
14.0,0.0,0.06,0.0,6.0,0.0
8.0,6.0,0.07,0.0,2.0,0.0
14.0,3.0,0.06,0.0,6.0,1.0
5.0,4.0,0.01,0.0,6.0,1.0
7.0,3.0,0.04,0.0,1.0,1.0
2.0,0.0,0.07,0.0,2.0,0.0
12.0,7.0,0.07,0.0,6.0,3.0
11.0,7.0,0.03,0.02,6.0,0.0
7.0,7.0,0.04,0.0,1.0,1.0
12.0,1.0,0.06,0.0,6.0,3.0
7.0,4.0,0.04,0.0,6.0,3.0
10.0,0.0,0.06,0.0,6.0,3.0
8.0,8.0,0.07,0.0,6.0,3.0
14.0,4.0,0.06,0.0,1.0,1.0
2.0,0.0,0.07,0.0,1.0,3.0
3.0,4.0,0.05,0.0,1.0,1.0
5.0,6.0,0.0,0.0,6.0,2.0
15.0,0.0,0.06,0.0,2.0,0.0
4.0,11.0,0.06,0.0,6.0,2.0
10.0,10.0,0.07,0.0,6.0,3.0
5.0,7.0,0.0,0.0,6.0,2.0
8.0,6.0,0.07,0.0,4.0,3.0
10.0,4.0,0.07,0.0,1.0,0.0
12.0,8.0,0.06,0.0,6.0,0.0
15.0,9.0,0.07,0.0,6.0,3.0
4.0,6.0,0.06,0.0,6.0,3.0
7.0,0.0,0.04,0.0,6.0,3.0
14.0,1.0,0.05,0.0,4.0,0.0
14.0,6.0,0.05,0.0,4.0,3.0
5.0,11.0,0.01,0.0,6.0,2.0
5.0,7.0,0.01,0.0,4.0,1.0
