Platform,Genre,NA_Sales,JP_Sales,Rating,Critic_Score_Class
7.0,2.0,0.37,0.0,6.0,3.0
15.0,8.0,0.38,0.08,6.0,0.0
12.0,0.0,0.28,0.0,2.0,0.0
7.0,4.0,0.21,0.0,1.0,0.0
0.0,5.0,0.0,0.25,2.0,2.0
6.0,4.0,0.3,0.2,1.0,1.0
8.0,0.0,0.18,0.06,6.0,3.0
15.0,10.0,0.28,0.0,1.0,2.0
12.0,5.0,0.28,0.0,1.0,3.0
12.0,0.0,0.26,0.27,1.0,0.0
10.0,2.0,0.41,0.0,6.0,1.0
9.0,10.0,0.09,0.11,1.0,2.0
8.0,2.0,0.35,0.07,6.0,2.0
7.0,0.0,0.37,0.0,1.0,0.0
7.0,8.0,0.3,0.13,4.0,1.0
14.0,10.0,0.48,0.0,6.0,2.0
10.0,10.0,0.69,0.0,1.0,1.0
5.0,7.0,0.35,0.0,4.0,2.0
12.0,1.0,0.21,0.0,2.0,0.0
7.0,2.0,0.22,0.3,6.0,2.0
7.0,10.0,0.62,0.0,1.0,1.0
8.0,0.0,0.37,0.0,4.0,1.0
15.0,7.0,0.49,0.01,6.0,2.0
15.0,0.0,0.46,0.01,4.0,0.0
10.0,8.0,0.28,0.0,6.0,3.0
5.0,0.0,0.15,0.0,4.0,2.0
2.0,7.0,0.38,0.3,2.0,2.0
8.0,0.0,0.38,0.0,6.0,3.0
8.0,3.0,0.41,0.0,2.0,1.0
7.0,6.0,0.36,0.0,1.0,1.0
2.0,7.0,0.66,0.0,1.0,0.0
10.0,8.0,0.42,0.0,6.0,0.0
8.0,0.0,0.41,0.01,4.0,0.0
10.0,6.0,0.16,0.01,1.0,0.0
10.0,2.0,0.67,0.0,4.0,0.0
13.0,0.0,0.31,0.03,2.0,2.0
8.0,10.0,0.67,0.0,1.0,2.0
8.0,0.0,0.14,0.22,4.0,1.0
14.0,6.0,0.61,0.0,2.0,2.0
8.0,8.0,0.33,0.02,4.0,2.0
8.0,0.0,0.3,0.22,6.0,1.0
14.0,8.0,0.59,0.0,4.0,2.0
5.0,0.0,0.16,0.0,4.0,2.0
15.0,7.0,0.32,0.19,6.0,1.0
0.0,9.0,0.16,0.54,1.0,1.0
13.0,3.0,0.39,0.0,2.0,1.0
12.0,3.0,0.68,0.0,1.0,3.0
3.0,7.0,0.31,0.3,1.0,1.0
8.0,2.0,0.31,0.24,6.0,2.0
8.0,7.0,0.49,0.0,6.0,1.0
8.0,7.0,0.2,0.24,6.0,1.0
8.0,0.0,0.17,0.0,6.0,3.0
8.0,10.0,0.22,0.0,1.0,1.0
16.0,0.0,0.34,0.0,4.0,0.0
3.0,4.0,0.4,0.17,1.0,3.0
12.0,9.0,0.58,0.02,1.0,1.0
12.0,2.0,0.49,0.0,6.0,1.0
15.0,7.0,0.36,0.02,6.0,1.0
14.0,4.0,0.54,0.0,6.0,2.0
8.0,8.0,0.29,0.01,6.0,1.0
15.0,10.0,0.61,0.0,2.0,2.0
15.0,10.0,0.67,0.0,1.0,1.0
0.0,7.0,0.34,0.27,4.0,2.0
15.0,8.0,0.46,0.01,4.0,1.0
14.0,11.0,0.54,0.0,4.0,2.0
12.0,10.0,0.68,0.0,1.0,1.0
7.0,5.0,0.47,0.17,1.0,2.0
8.0,2.0,0.27,0.14,6.0,1.0
8.0,10.0,0.67,0.0,1.0,2.0
7.0,10.0,0.36,0.0,1.0,0.0
4.0,8.0,0.56,0.0,6.0,1.0
2.0,9.0,0.43,0.25,1.0,0.0
3.0,0.0,0.52,0.0,2.0,1.0
12.0,3.0,0.23,0.0,1.0,0.0
7.0,0.0,0.6,0.0,6.0,1.0
13.0,0.0,0.4,0.0,2.0,2.0
5.0,11.0,0.12,0.0,6.0,1.0
9.0,10.0,0.59,0.0,1.0,2.0
7.0,10.0,0.59,0.01,1.0,0.0
8.0,7.0,0.28,0.22,6.0,1.0
12.0,0.0,0.36,0.0,6.0,3.0
14.0,8.0,0.53,0.0,4.0,1.0
7.0,10.0,0.6,0.0,1.0,1.0
15.0,10.0,0.67,0.0,1.0,1.0
5.0,11.0,0.27,0.0,4.0,2.0
6.0,2.0,0.4,0.0,6.0,1.0
2.0,4.0,0.36,0.32,1.0,2.0
12.0,10.0,0.62,0.0,1.0,1.0
8.0,10.0,0.66,0.0,1.0,2.0
3.0,5.0,0.51,0.0,1.0,2.0
15.0,6.0,0.11,0.01,1.0,2.0
7.0,9.0,0.05,0.61,6.0,0.0
15.0,10.0,0.51,0.0,1.0,1.0
15.0,6.0,0.52,0.0,1.0,1.0
8.0,6.0,0.22,0.02,2.0,2.0
5.0,8.0,0.19,0.0,4.0,2.0
15.0,6.0,0.23,0.01,6.0,2.0
14.0,0.0,0.45,0.0,6.0,1.0
14.0,10.0,0.67,0.0,1.0,2.0
15.0,10.0,0.62,0.0,6.0,2.0
10.0,0.0,0.23,0.0,2.0,0.0
7.0,2.0,0.35,0.0,6.0,2.0
5.0,8.0,0.0,0.0,4.0,2.0
2.0,9.0,0.62,0.0,1.0,0.0
6.0,0.0,0.23,0.29,4.0,3.0
4.0,2.0,0.55,0.0,6.0,1.0
7.0,0.0,0.35,0.0,4.0,2.0
4.0,4.0,0.55,0.0,1.0,3.0
7.0,0.0,0.35,0.0,1.0,3.0
10.0,10.0,0.6,0.0,1.0,1.0
10.0,10.0,0.65,0.0,1.0,0.0
5.0,8.0,0.24,0.0,4.0,0.0
8.0,0.0,0.18,0.41,6.0,3.0
15.0,10.0,0.65,0.0,1.0,2.0
14.0,8.0,0.53,0.0,4.0,1.0
15.0,10.0,0.38,0.0,1.0,2.0
12.0,7.0,0.18,0.5,6.0,0.0
15.0,7.0,0.41,0.0,4.0,3.0
16.0,0.0,0.33,0.0,4.0,2.0
4.0,10.0,0.54,0.0,6.0,2.0
10.0,0.0,0.35,0.0,6.0,0.0
15.0,10.0,0.65,0.0,1.0,2.0
14.0,0.0,0.52,0.0,6.0,3.0
2.0,1.0,0.23,0.3,6.0,1.0
8.0,1.0,0.3,0.2,4.0,1.0
7.0,8.0,0.34,0.0,6.0,1.0
7.0,6.0,0.34,0.0,1.0,2.0
14.0,7.0,0.48,0.0,4.0,2.0
15.0,7.0,0.34,0.12,6.0,0.0
9.0,0.0,0.25,0.08,6.0,2.0
15.0,10.0,0.55,0.0,2.0,2.0
3.0,11.0,0.5,0.0,1.0,2.0
7.0,6.0,0.34,0.0,1.0,0.0
7.0,0.0,0.34,0.0,4.0,0.0
10.0,4.0,0.52,0.12,1.0,0.0
8.0,10.0,0.64,0.0,1.0,2.0
7.0,9.0,0.16,0.36,6.0,3.0
7.0,8.0,0.34,0.0,6.0,2.0
15.0,9.0,0.42,0.0,6.0,3.0
15.0,6.0,0.25,0.0,6.0,2.0
8.0,8.0,0.18,0.02,6.0,0.0
3.0,1.0,0.37,0.17,1.0,1.0
10.0,0.0,0.26,0.26,6.0,0.0
12.0,3.0,0.41,0.0,2.0,0.0
16.0,6.0,0.46,0.0,2.0,1.0
14.0,8.0,0.54,0.0,4.0,2.0
5.0,9.0,0.28,0.0,6.0,1.0
7.0,0.0,0.58,0.0,4.0,1.0
15.0,10.0,0.38,0.0,6.0,3.0
10.0,6.0,0.64,0.0,1.0,0.0
3.0,3.0,0.5,0.0,1.0,0.0
9.0,8.0,0.24,0.0,4.0,0.0
4.0,2.0,0.53,0.0,6.0,0.0
16.0,8.0,0.39,0.0,2.0,1.0
2.0,9.0,0.31,0.0,1.0,3.0
4.0,0.0,0.53,0.0,1.0,1.0
8.0,0.0,0.19,0.01,6.0,1.0
4.0,0.0,0.53,0.0,6.0,2.0
8.0,10.0,0.17,0.0,1.0,2.0
7.0,7.0,0.34,0.0,6.0,1.0
3.0,0.0,0.49,0.0,1.0,0.0
8.0,9.0,0.34,0.0,6.0,2.0
15.0,6.0,0.3,0.0,6.0,0.0
16.0,0.0,0.4,0.0,2.0,0.0
14.0,10.0,0.62,0.0,1.0,2.0
15.0,6.0,0.55,0.0,1.0,0.0
15.0,7.0,0.25,0.18,4.0,0.0
14.0,10.0,0.63,0.0,1.0,2.0
16.0,8.0,0.34,0.0,4.0,1.0
8.0,4.0,0.52,0.01,2.0,2.0
4.0,2.0,0.53,0.0,6.0,1.0
7.0,0.0,0.57,0.0,4.0,2.0
10.0,10.0,0.21,0.28,1.0,2.0
8.0,0.0,0.32,0.0,6.0,3.0
6.0,7.0,0.15,0.38,6.0,2.0
5.0,7.0,0.45,0.0,6.0,2.0
14.0,10.0,0.29,0.0,1.0,2.0
15.0,0.0,0.35,0.0,6.0,2.0
14.0,2.0,0.51,0.0,6.0,2.0
7.0,7.0,0.23,0.2,6.0,1.0
2.0,6.0,0.63,0.0,1.0,0.0
12.0,0.0,0.33,0.33,2.0,2.0
14.0,8.0,0.49,0.0,4.0,2.0
16.0,0.0,0.36,0.0,4.0,1.0
8.0,4.0,0.26,0.02,6.0,0.0
9.0,6.0,0.09,0.03,1.0,0.0
5.0,7.0,0.0,0.0,4.0,2.0
14.0,8.0,0.48,0.0,6.0,1.0
7.0,9.0,0.22,0.23,6.0,1.0
9.0,0.0,0.24,0.01,2.0,1.0
8.0,0.0,0.35,0.01,4.0,0.0
12.0,8.0,0.54,0.04,6.0,0.0
8.0,8.0,0.33,0.0,4.0,2.0
2.0,9.0,0.38,0.0,1.0,1.0
5.0,11.0,0.02,0.0,6.0,2.0
2.0,7.0,0.31,0.34,1.0,0.0
3.0,0.0,0.48,0.0,1.0,0.0
14.0,10.0,0.49,0.0,1.0,2.0
2.0,7.0,0.22,0.42,2.0,1.0
8.0,9.0,0.35,0.0,6.0,0.0
12.0,0.0,0.59,0.0,1.0,0.0
10.0,2.0,0.33,0.0,6.0,1.0
7.0,10.0,0.55,0.0,6.0,0.0
8.0,8.0,0.2,0.0,4.0,2.0
7.0,10.0,0.32,0.0,1.0,0.0
5.0,8.0,0.29,0.0,4.0,2.0
6.0,7.0,0.37,0.0,6.0,3.0
7.0,10.0,0.32,0.0,1.0,1.0
7.0,11.0,0.55,0.0,2.0,0.0
8.0,0.0,0.27,0.11,4.0,0.0
8.0,11.0,0.33,0.01,6.0,1.0
15.0,0.0,0.42,0.01,4.0,2.0
15.0,10.0,0.51,0.0,2.0,2.0
7.0,2.0,0.32,0.0,6.0,1.0
15.0,10.0,0.51,0.0,2.0,2.0
13.0,4.0,0.25,0.03,2.0,2.0
4.0,9.0,0.43,0.0,6.0,2.0
10.0,0.0,0.22,0.0,1.0,0.0
16.0,6.0,0.27,0.0,6.0,0.0
3.0,0.0,0.47,0.0,1.0,1.0
7.0,7.0,0.17,0.3,6.0,0.0
10.0,0.0,0.03,0.62,6.0,1.0
8.0,0.0,0.06,0.55,4.0,0.0
8.0,0.0,0.0,0.42,6.0,1.0
14.0,8.0,0.49,0.0,4.0,2.0
11.0,2.0,0.42,0.0,4.0,2.0
11.0,7.0,0.15,0.32,6.0,1.0
7.0,0.0,0.24,0.0,2.0,1.0
16.0,8.0,0.39,0.0,4.0,1.0
12.0,7.0,0.3,0.18,6.0,2.0
8.0,10.0,0.31,0.01,6.0,0.0
7.0,7.0,0.18,0.29,6.0,1.0
5.0,8.0,0.16,0.0,4.0,2.0
2.0,4.0,0.28,0.33,2.0,0.0
4.0,6.0,0.41,0.12,6.0,2.0
7.0,4.0,0.32,0.0,2.0,0.0
15.0,3.0,0.33,0.0,6.0,1.0
3.0,4.0,0.25,0.3,1.0,0.0
7.0,6.0,0.32,0.0,6.0,3.0
8.0,10.0,0.34,0.0,1.0,2.0
15.0,10.0,0.35,0.0,1.0,2.0
5.0,0.0,0.22,0.0,4.0,2.0
3.0,11.0,0.47,0.0,1.0,2.0
11.0,8.0,0.33,0.01,4.0,0.0
7.0,7.0,0.19,0.26,4.0,0.0
7.0,7.0,0.32,0.0,6.0,1.0
7.0,0.0,0.54,0.0,2.0,0.0
12.0,0.0,0.29,0.01,6.0,3.0
15.0,10.0,0.39,0.0,1.0,2.0
5.0,8.0,0.28,0.0,6.0,2.0
3.0,4.0,0.46,0.0,1.0,0.0
12.0,6.0,0.27,0.0,6.0,3.0
13.0,0.0,0.33,0.03,2.0,0.0
7.0,4.0,0.32,0.0,1.0,0.0
7.0,4.0,0.32,0.0,1.0,0.0
16.0,0.0,0.38,0.01,4.0,1.0
2.0,5.0,0.44,0.0,1.0,1.0
14.0,8.0,0.47,0.0,4.0,2.0
7.0,8.0,0.54,0.0,6.0,0.0
15.0,10.0,0.38,0.0,6.0,3.0
10.0,7.0,0.2,0.22,6.0,1.0
14.0,8.0,0.43,0.0,6.0,2.0
9.0,10.0,0.37,0.0,2.0,1.0
7.0,4.0,0.31,0.0,6.0,3.0
14.0,10.0,0.57,0.0,1.0,1.0
0.0,4.0,0.23,0.0,1.0,0.0
5.0,10.0,0.0,0.0,1.0,2.0
14.0,8.0,0.29,0.0,6.0,2.0
7.0,0.0,0.15,0.34,4.0,2.0
8.0,0.0,0.17,0.4,6.0,0.0
15.0,6.0,0.25,0.0,6.0,1.0
12.0,0.0,0.56,0.0,2.0,0.0
8.0,2.0,0.23,0.2,4.0,1.0
13.0,7.0,0.29,0.06,1.0,1.0
15.0,2.0,0.49,0.01,6.0,3.0
8.0,10.0,0.33,0.0,2.0,2.0
7.0,4.0,0.31,0.0,1.0,0.0
8.0,8.0,0.31,0.07,6.0,0.0
7.0,7.0,0.53,0.0,6.0,2.0
15.0,0.0,0.55,0.0,2.0,2.0
12.0,3.0,0.53,0.0,6.0,2.0
5.0,0.0,0.23,0.0,4.0,2.0
14.0,10.0,0.41,0.0,6.0,1.0
8.0,10.0,0.56,0.01,1.0,1.0
10.0,7.0,0.18,0.34,4.0,2.0
14.0,10.0,0.2,0.0,1.0,2.0
15.0,0.0,0.37,0.0,6.0,3.0
7.0,6.0,0.53,0.0,1.0,1.0
3.0,9.0,0.45,0.0,1.0,3.0
8.0,7.0,0.23,0.27,6.0,0.0
10.0,0.0,0.46,0.0,6.0,3.0
8.0,8.0,0.25,0.0,4.0,1.0
5.0,9.0,0.4,0.0,6.0,0.0
15.0,6.0,0.22,0.0,6.0,0.0
15.0,8.0,0.46,0.0,4.0,3.0
7.0,4.0,0.12,0.38,1.0,2.0
8.0,6.0,0.07,0.0,1.0,1.0
7.0,7.0,0.22,0.16,4.0,2.0
0.0,0.0,0.38,0.0,1.0,0.0
7.0,10.0,0.31,0.0,1.0,2.0
15.0,0.0,0.38,0.0,4.0,2.0
7.0,0.0,0.11,0.15,6.0,2.0
6.0,10.0,0.35,0.0,1.0,2.0
5.0,8.0,0.17,0.0,4.0,1.0
8.0,3.0,0.33,0.0,2.0,1.0
6.0,4.0,0.35,0.0,1.0,3.0
15.0,0.0,0.43,0.0,6.0,1.0
8.0,10.0,0.3,0.01,6.0,1.0
15.0,11.0,0.36,0.0,4.0,2.0
14.0,0.0,0.38,0.0,4.0,2.0
14.0,10.0,0.4,0.0,6.0,1.0
7.0,7.0,0.16,0.29,6.0,1.0
4.0,10.0,0.48,0.0,1.0,2.0
14.0,10.0,0.47,0.0,1.0,2.0
8.0,6.0,0.16,0.01,6.0,0.0
7.0,4.0,0.3,0.0,1.0,1.0
0.0,0.0,0.29,0.0,2.0,1.0
12.0,6.0,0.19,0.11,1.0,3.0
4.0,0.0,0.38,0.12,6.0,2.0
8.0,3.0,0.28,0.0,6.0,2.0
3.0,9.0,0.37,0.0,1.0,1.0
7.0,10.0,0.3,0.0,1.0,3.0
12.0,8.0,0.35,0.01,6.0,2.0
0.0,0.0,0.56,0.0,2.0,1.0
12.0,3.0,0.48,0.0,6.0,2.0
13.0,0.0,0.35,0.0,2.0,1.0
7.0,6.0,0.3,0.0,6.0,0.0
8.0,0.0,0.0,0.57,6.0,0.0
15.0,0.0,0.3,0.0,6.0,1.0
8.0,10.0,0.15,0.01,1.0,1.0
9.0,8.0,0.22,0.01,2.0,1.0
8.0,8.0,0.26,0.05,4.0,1.0
15.0,10.0,0.4,0.0,1.0,2.0
15.0,4.0,0.29,0.0,1.0,3.0
8.0,7.0,0.17,0.2,4.0,0.0
2.0,0.0,0.2,0.0,1.0,3.0
8.0,10.0,0.56,0.0,1.0,2.0
10.0,4.0,0.18,0.0,2.0,1.0
14.0,10.0,0.46,0.0,1.0,1.0
8.0,8.0,0.22,0.01,4.0,0.0
7.0,0.0,0.02,0.57,6.0,3.0
0.0,9.0,0.5,0.0,1.0,3.0
16.0,10.0,0.3,0.02,2.0,0.0
2.0,7.0,0.29,0.27,2.0,2.0
12.0,8.0,0.42,0.0,6.0,2.0
7.0,8.0,0.3,0.0,6.0,1.0
8.0,0.0,0.3,0.0,2.0,0.0
11.0,1.0,0.14,0.0,1.0,2.0
2.0,11.0,0.43,0.0,2.0,2.0
7.0,8.0,0.3,0.0,6.0,2.0
3.0,3.0,0.44,0.0,1.0,3.0
8.0,8.0,0.21,0.11,4.0,2.0
14.0,8.0,0.37,0.0,4.0,2.0
15.0,10.0,0.46,0.0,2.0,3.0
15.0,10.0,0.56,0.0,1.0,0.0
8.0,7.0,0.22,0.08,4.0,0.0
15.0,10.0,0.09,0.0,1.0,1.0
15.0,10.0,0.56,0.0,1.0,0.0
8.0,2.0,0.27,0.09,6.0,3.0
16.0,10.0,0.32,0.0,6.0,1.0
3.0,7.0,0.27,0.22,2.0,2.0
3.0,0.0,0.44,0.0,1.0,1.0
3.0,0.0,0.44,0.0,1.0,0.0
4.0,10.0,0.47,0.0,1.0,2.0
3.0,0.0,0.43,0.0,1.0,2.0
2.0,6.0,0.25,0.0,1.0,0.0
12.0,3.0,0.47,0.01,2.0,3.0
7.0,2.0,0.5,0.0,6.0,1.0
9.0,0.0,0.13,0.0,2.0,1.0
3.0,10.0,0.43,0.0,1.0,2.0
7.0,4.0,0.5,0.0,2.0,3.0
16.0,8.0,0.37,0.0,2.0,2.0
9.0,10.0,0.31,0.0,2.0,0.0
4.0,6.0,0.4,0.09,1.0,2.0
8.0,8.0,0.2,0.0,4.0,3.0
8.0,0.0,0.26,0.07,4.0,0.0
7.0,2.0,0.3,0.0,4.0,3.0
8.0,8.0,0.09,0.42,4.0,0.0
14.0,2.0,0.42,0.0,6.0,2.0
7.0,10.0,0.5,0.0,1.0,1.0
8.0,0.0,0.12,0.34,6.0,0.0
5.0,11.0,0.19,0.0,6.0,2.0
13.0,3.0,0.32,0.0,2.0,1.0
7.0,4.0,0.13,0.0,2.0,0.0
15.0,8.0,0.3,0.0,4.0,1.0
15.0,2.0,0.31,0.0,6.0,3.0
7.0,6.0,0.29,0.0,1.0,0.0
7.0,0.0,0.5,0.0,4.0,3.0
7.0,8.0,0.29,0.0,4.0,2.0
12.0,0.0,0.43,0.04,6.0,2.0
15.0,6.0,0.32,0.0,2.0,2.0
2.0,0.0,0.28,0.0,2.0,3.0
12.0,0.0,0.26,0.0,2.0,3.0
12.0,7.0,0.32,0.11,6.0,2.0
9.0,10.0,0.07,0.0,1.0,2.0
8.0,10.0,0.38,0.0,2.0,3.0
16.0,3.0,0.33,0.0,6.0,2.0
2.0,9.0,0.33,0.21,1.0,0.0
7.0,6.0,0.29,0.0,1.0,0.0
5.0,0.0,0.15,0.0,4.0,2.0
15.0,3.0,0.34,0.0,1.0,3.0
5.0,0.0,0.0,0.0,4.0,2.0
4.0,8.0,0.46,0.0,6.0,2.0
8.0,10.0,0.4,0.0,2.0,2.0
8.0,0.0,0.0,0.59,4.0,2.0
7.0,10.0,0.21,0.16,1.0,1.0
14.0,10.0,0.44,0.0,1.0,2.0
4.0,4.0,0.46,0.0,1.0,0.0
15.0,10.0,0.54,0.0,1.0,2.0
14.0,10.0,0.36,0.14,4.0,1.0
7.0,0.0,0.13,0.01,4.0,1.0
8.0,0.0,0.14,0.28,4.0,0.0
15.0,6.0,0.25,0.0,2.0,2.0
15.0,10.0,0.54,0.01,1.0,1.0
2.0,6.0,0.31,0.0,1.0,0.0
7.0,4.0,0.29,0.0,1.0,2.0
13.0,4.0,0.38,0.0,2.0,2.0
3.0,9.0,0.34,0.11,1.0,2.0
9.0,9.0,0.07,0.0,1.0,0.0
15.0,0.0,0.24,0.0,6.0,2.0
2.0,3.0,0.17,0.2,1.0,2.0
12.0,0.0,0.3,0.0,6.0,3.0
8.0,2.0,0.29,0.0,6.0,3.0
5.0,8.0,0.25,0.0,4.0,2.0
7.0,0.0,0.22,0.14,1.0,3.0
8.0,10.0,0.54,0.0,1.0,2.0
16.0,0.0,0.4,0.0,2.0,0.0
10.0,7.0,0.39,0.13,2.0,0.0
15.0,2.0,0.39,0.02,6.0,1.0
11.0,10.0,0.16,0.02,1.0,1.0
7.0,7.0,0.06,0.47,2.0,3.0
15.0,0.0,0.18,0.0,6.0,3.0
12.0,0.0,0.15,0.0,1.0,0.0
15.0,3.0,0.36,0.0,1.0,3.0
7.0,7.0,0.49,0.0,6.0,1.0
2.0,8.0,0.5,0.0,6.0,1.0
13.0,3.0,0.28,0.0,2.0,1.0
8.0,10.0,0.54,0.0,1.0,2.0
15.0,1.0,0.38,0.0,1.0,0.0
12.0,3.0,0.31,0.0,6.0,1.0
7.0,0.0,0.28,0.0,6.0,3.0
8.0,1.0,0.22,0.04,4.0,0.0
15.0,0.0,0.31,0.02,6.0,1.0
0.0,7.0,0.28,0.27,4.0,2.0
8.0,10.0,0.36,0.0,2.0,2.0
7.0,6.0,0.28,0.0,1.0,2.0
7.0,8.0,0.28,0.0,4.0,1.0
6.0,7.0,0.23,0.16,1.0,3.0
14.0,0.0,0.33,0.0,4.0,2.0
8.0,11.0,0.25,0.0,4.0,2.0
8.0,2.0,0.05,0.5,6.0,1.0
7.0,8.0,0.28,0.0,6.0,1.0
0.0,0.0,0.33,0.0,2.0,2.0
0.0,7.0,0.33,0.21,2.0,1.0
2.0,7.0,0.22,0.23,2.0,1.0
8.0,4.0,0.14,0.0,2.0,2.0
6.0,0.0,0.32,0.0,4.0,1.0
4.0,10.0,0.45,0.0,6.0,2.0
7.0,0.0,0.28,0.0,6.0,3.0
7.0,10.0,0.48,0.0,2.0,1.0
16.0,10.0,0.29,0.0,6.0,3.0
6.0,7.0,0.32,0.0,4.0,1.0
12.0,10.0,0.5,0.0,1.0,0.0
14.0,10.0,0.53,0.0,1.0,2.0
12.0,0.0,0.35,0.0,2.0,1.0
14.0,8.0,0.32,0.0,4.0,2.0
3.0,10.0,0.41,0.0,1.0,2.0
10.0,6.0,0.53,0.0,1.0,0.0
7.0,7.0,0.0,0.57,6.0,1.0
15.0,8.0,0.33,0.0,4.0,1.0
10.0,0.0,0.11,0.29,1.0,1.0
15.0,8.0,0.29,0.0,6.0,0.0
3.0,0.0,0.41,0.0,1.0,0.0
5.0,9.0,0.02,0.0,6.0,2.0
4.0,10.0,0.44,0.0,1.0,2.0
8.0,2.0,0.36,0.06,6.0,2.0
0.0,7.0,0.17,0.28,2.0,0.0
15.0,0.0,0.27,0.0,6.0,3.0
7.0,2.0,0.47,0.0,6.0,1.0
0.0,3.0,0.17,0.11,1.0,0.0
8.0,10.0,0.38,0.0,2.0,2.0
8.0,3.0,0.43,0.0,6.0,2.0
14.0,8.0,0.43,0.0,6.0,1.0
7.0,0.0,0.11,0.35,6.0,3.0
5.0,8.0,0.22,0.0,4.0,2.0
13.0,0.0,0.31,0.0,2.0,0.0
7.0,10.0,0.47,0.0,1.0,1.0
14.0,6.0,0.42,0.02,6.0,1.0
15.0,8.0,0.38,0.0,4.0,0.0
8.0,7.0,0.27,0.14,6.0,2.0
8.0,8.0,0.26,0.0,4.0,0.0
14.0,4.0,0.45,0.0,1.0,0.0
12.0,8.0,0.28,0.0,6.0,0.0
15.0,4.0,0.49,0.0,6.0,0.0
12.0,0.0,0.22,0.0,2.0,0.0
15.0,0.0,0.37,0.0,2.0,0.0
8.0,0.0,0.08,0.0,1.0,1.0
14.0,6.0,0.39,0.0,1.0,2.0
7.0,0.0,0.19,0.17,4.0,3.0
7.0,8.0,0.28,0.0,4.0,1.0
10.0,0.0,0.21,0.0,6.0,1.0
8.0,7.0,0.36,0.03,2.0,1.0
6.0,7.0,0.11,0.34,6.0,2.0
4.0,0.0,0.44,0.0,4.0,1.0
7.0,7.0,0.23,0.09,6.0,2.0
12.0,4.0,0.34,0.0,2.0,0.0
7.0,10.0,0.28,0.0,2.0,0.0
3.0,0.0,0.4,0.0,6.0,1.0
7.0,10.0,0.28,0.0,1.0,1.0
3.0,5.0,0.31,0.13,1.0,0.0
14.0,9.0,0.4,0.0,6.0,2.0
7.0,10.0,0.28,0.0,1.0,0.0
15.0,8.0,0.25,0.0,4.0,1.0
6.0,4.0,0.31,0.0,1.0,0.0
15.0,0.0,0.09,0.0,1.0,1.0
7.0,10.0,0.28,0.0,6.0,3.0
15.0,3.0,0.4,0.0,2.0,1.0
14.0,8.0,0.39,0.0,6.0,2.0
8.0,0.0,0.21,0.05,6.0,1.0
7.0,10.0,0.27,0.0,1.0,1.0
15.0,0.0,0.48,0.0,2.0,3.0
4.0,6.0,0.43,0.0,6.0,2.0
12.0,1.0,0.19,0.0,2.0,3.0
14.0,2.0,0.43,0.0,6.0,0.0
2.0,9.0,0.26,0.22,1.0,0.0
7.0,0.0,0.27,0.0,4.0,0.0
7.0,7.0,0.15,0.26,6.0,3.0
10.0,10.0,0.41,0.0,6.0,0.0
7.0,0.0,0.27,0.0,6.0,0.0
5.0,0.0,0.18,0.0,4.0,0.0
15.0,10.0,0.49,0.0,6.0,1.0
7.0,3.0,0.27,0.0,1.0,3.0
3.0,3.0,0.4,0.0,1.0,3.0
9.0,0.0,0.14,0.1,4.0,1.0
15.0,8.0,0.28,0.0,4.0,1.0
14.0,4.0,0.39,0.0,1.0,1.0
7.0,10.0,0.27,0.0,1.0,2.0
12.0,5.0,0.33,0.02,1.0,1.0
14.0,10.0,0.52,0.0,1.0,2.0
11.0,0.0,0.21,0.09,6.0,2.0
10.0,5.0,0.17,0.0,1.0,1.0
7.0,8.0,0.27,0.0,4.0,3.0
10.0,7.0,0.13,0.27,2.0,1.0
9.0,10.0,0.04,0.12,1.0,2.0
15.0,8.0,0.34,0.01,6.0,1.0
7.0,6.0,0.27,0.0,1.0,1.0
14.0,10.0,0.42,0.0,1.0,2.0
12.0,0.0,0.29,0.04,4.0,2.0
6.0,7.0,0.27,0.06,6.0,1.0
11.0,10.0,0.15,0.25,1.0,1.0
8.0,0.0,0.39,0.02,4.0,2.0
12.0,4.0,0.49,0.0,1.0,3.0
5.0,11.0,0.22,0.0,6.0,2.0
7.0,0.0,0.27,0.0,4.0,2.0
7.0,0.0,0.34,0.15,4.0,2.0
8.0,0.0,0.24,0.01,6.0,2.0
14.0,2.0,0.4,0.0,6.0,0.0
7.0,0.0,0.21,0.12,4.0,0.0
7.0,1.0,0.27,0.0,6.0,0.0
14.0,10.0,0.34,0.0,6.0,2.0
3.0,4.0,0.22,0.24,1.0,2.0
8.0,10.0,0.5,0.0,1.0,2.0
12.0,4.0,0.21,0.0,2.0,2.0
15.0,6.0,0.37,0.0,1.0,0.0
2.0,9.0,0.18,0.0,1.0,0.0
14.0,4.0,0.4,0.0,1.0,1.0
5.0,0.0,0.01,0.0,4.0,2.0
3.0,4.0,0.39,0.0,1.0,1.0
15.0,3.0,0.15,0.0,6.0,0.0
14.0,8.0,0.39,0.0,4.0,0.0
7.0,6.0,0.45,0.0,6.0,1.0
7.0,3.0,0.27,0.0,1.0,3.0
14.0,8.0,0.4,0.0,4.0,1.0
2.0,5.0,0.5,0.0,1.0,0.0
2.0,9.0,0.26,0.0,1.0,2.0
8.0,4.0,0.35,0.0,2.0,1.0
13.0,4.0,0.25,0.13,1.0,1.0
8.0,8.0,0.19,0.04,4.0,1.0
7.0,0.0,0.36,0.0,6.0,3.0
8.0,6.0,0.01,0.03,1.0,1.0
14.0,4.0,0.4,0.0,1.0,1.0
